Date,COTY count,COTY polarity mean,COTY polarity std,COTY subjectivity mean,COTY subjectivity std,COTY Watchlist count,DVN count,DVN polarity mean,DVN polarity std,DVN subjectivity mean,DVN subjectivity std,DVN Watchlist count,SLB count,SLB polarity mean,SLB polarity std,SLB subjectivity mean,SLB subjectivity std,SLB Watchlist count,SWKS count,SWKS polarity mean,SWKS polarity std,SWKS subjectivity mean,SWKS subjectivity std,SWKS Watchlist count,NFX count,NFX polarity mean,NFX polarity std,NFX subjectivity mean,NFX subjectivity std,NFX Watchlist count,HAL count,HAL polarity mean,HAL polarity std,HAL subjectivity mean,HAL subjectivity std,HAL Watchlist count,TIF count,TIF polarity mean,TIF polarity std,TIF subjectivity mean,TIF subjectivity std,TIF Watchlist count,AMG count,AMG polarity mean,AMG polarity std,AMG subjectivity mean,AMG subjectivity std,AMG Watchlist count,NBL count,NBL polarity mean,NBL polarity std,NBL subjectivity mean,NBL subjectivity std,NBL Watchlist count,BHGE count,BHGE polarity mean,BHGE polarity std,BHGE subjectivity mean,BHGE subjectivity std,BHGE Watchlist count,FTI count,FTI polarity mean,FTI polarity std,FTI subjectivity mean,FTI subjectivity std,FTI Watchlist count
2018-08-02,2.0,0.16666666666666666,0.09428090415820632,0.3916666666666667,0.01178511301977581,1376.0,11.0,0.04885871704053522,0.20988359709973942,0.3003345139708776,0.3140869012628742,3161.0,6.0,0.11576479076479078,0.19235598284165734,0.3873376623376623,0.30933830029521836,5591.0,9.0,0.14343915343915342,0.19164968124658166,0.28657527657527654,0.25539027579516366,9310.0,2.0,-0.18333333333333335,0.023570226039551608,0.13333333333333333,0.04714045207910316,919.0,15.0,0.052696969696969694,0.11847460955970279,0.23543434343434344,0.29440767952167335,7781.0,5.0,0.3364236111111111,0.1936230324970373,0.3901111111111112,0.22614741723262652,3079.0,5.0,-0.02,0.0447213595499958,0.12,0.2683281572999748,260.0,11.0,0.11969696969696969,0.22345993697829467,0.20303030303030303,0.3132108077653294,1322.0,14.0,0.04387755102040817,0.08725075030634385,0.05918367346938775,0.12849291166116145,2011.0,1.0,0.0,,0.25,,415.0
2018-08-03,2.0,0.041666666666666664,0.05892556509887896,0.33333333333333337,0.047140452079103216,1376.0,6.0,0.03174603174603175,0.14040487832118584,0.23015873015873015,0.18703235964006903,3161.0,9.0,0.03375420875420875,0.24071458912371363,0.327946127946128,0.32119345921266174,5591.0,9.0,0.06870370370370371,0.20812285664191263,0.48777777777777775,0.2628582211848137,9310.0,1.0,0.18214285714285716,,0.25357142857142856,,919.0,18.0,0.027592592592592592,0.14812027243190373,0.19277777777777777,0.29624722496700895,7781.0,6.0,0.08055555555555556,0.20928855088337775,0.4616898148148148,0.312576045274135,3079.0,6.0,0.07348484848484847,0.06333804535175297,0.41893939393939394,0.04612386007609899,260.0,45.0,0.10101907968574636,0.21651490204983442,0.22437934904601578,0.3031894815745831,1322.0,11.0,0.05610651974288338,0.16636113018808854,0.2793617998163453,0.3207540745581292,2011.0,2.0,0.03409090909090909,0.04821182598999187,0.18863636363636363,0.26677210381128835,415.0
2018-08-06,1.0,-0.275,,0.7,,1376.0,14.0,0.04451298701298701,0.13723734831984516,0.09623376623376623,0.19417023391458169,3161.0,11.0,-0.01136363636363636,0.020504988306618108,0.24015151515151514,0.23678454170810898,5591.0,27.0,-0.035988856822190156,0.227994342503313,0.2274945219389664,0.33035018860331145,9310.0,5.0,-0.003696969696969693,0.11143079813582243,0.3927878787878788,0.3852422466622875,919.0,6.0,-0.03541666666666666,0.07517341063611965,0.2902777777777778,0.23643278741105886,7781.0,9.0,0.18257201646090532,0.24962280262611428,0.4318106995884774,0.2282931871561998,3079.0,3.0,0.0493939393939394,0.08555281261628091,0.2657575757575757,0.25039858033905193,260.0,13.0,0.13076923076923078,0.2496150883013531,0.2,0.34641016151377546,1322.0,1.0,0.0,,0.0,,2011.0,2.0,-0.05,0.07071067811865477,0.35,0.3535533905932738,415.0
2018-08-08,3.0,0.2630952380952381,0.2166633961029974,0.4345238095238095,0.06271222471936158,1376.0,11.0,0.14350649350649353,0.2562774036209182,0.4805194805194805,0.41355959653801133,3161.0,9.0,0.10861391694725027,0.21633296320422832,0.38153759820426486,0.2631906948340002,5591.0,6.0,0.00978835978835979,0.3375028966652162,0.3070767195767196,0.26152574988907545,9310.0,4.0,0.1203125,0.10299865998319267,0.42031250000000003,0.2393227749818224,919.0,17.0,0.10844474153297681,0.26966796601690557,0.4404857397504456,0.32367307553695845,7781.0,6.0,0.1685185185185185,0.2762550857956891,0.27037037037037037,0.2262596199896484,3079.0,1.0,0.0,,0.0,,260.0,4.0,0.1574404761904762,0.29691404594641885,0.3940476190476191,0.37318722845643204,1322.0,3.0,-0.01962481962481963,0.06442079302321474,0.5935786435786435,0.23156494562951876,2011.0,1.0,-0.017857142857142863,,0.3392857142857143,,415.0
2018-08-09,19.0,0.06320802005012531,0.1983095416420578,0.24947368421052632,0.3291773069333323,1376.0,10.0,0.10487878787878788,0.17070554359486684,0.14565151515151514,0.21943960369409504,3161.0,10.0,0.09819191919191919,0.2879164109937636,0.29923232323232324,0.21070733003826664,5591.0,11.0,-0.012727272727272719,0.24750114783939522,0.18924242424242427,0.22242522293566394,9310.0,1.0,0.5,,0.8888888888888888,,919.0,12.0,0.12365319865319864,0.29009152612746747,0.3456649831649832,0.3248669824485516,7781.0,7.0,-0.06916294642857143,0.18784747920614595,0.14500000000000002,0.22732135843338608,3079.0,1.0,0.0,,0.3,,260.0,5.0,0.18755555555555556,0.34752600044838994,0.2402222222222222,0.34549517157298587,1322.0,3.0,0.06994949494949494,0.17271453523830416,0.4146464646464647,0.3136412433134284,2011.0,2.0,0.0,0.0,0.0,0.0,415.0
2018-08-10,10.0,0.04822222222222222,0.1367867584379081,0.15844444444444444,0.24640025653345632,1376.0,7.0,-0.029761904761904764,0.41577285083572196,0.4047619047619047,0.4498677054212186,3161.0,3.0,0.0,0.0,0.0,0.0,5591.0,12.0,0.13682659932659932,0.2943398567361826,0.2536195286195286,0.3079542434732631,9310.0,1.0,0.0,,0.0,,919.0,11.0,0.14610881542699727,0.2639645559813386,0.271814738292011,0.2283418794363865,7781.0,18.0,0.129375,0.16947681471848644,0.27429012345679016,0.26033815543694167,3079.0,4.0,-0.043472222222222225,0.05903611052295885,0.1815277777777778,0.20983698111146976,260.0,3.0,0.25,0.25,0.4166666666666667,0.3818813079129867,1322.0,6.0,0.05719696969696969,0.11713184514044638,0.35454545454545455,0.2969716295546269,2011.0,2.0,0.0,0.0,0.3,0.0,415.0
2018-08-15,6.0,0.07444444444444447,0.27842147639598225,0.23342592592592593,0.2967853313791143,1376.0,20.0,0.16619949494949496,0.20960009531670382,0.5547853535353536,0.3891790851890272,3161.0,16.0,-0.009610840548340544,0.1856457131159248,0.2101249098124098,0.20848970482059317,5591.0,10.0,0.053134920634920625,0.21775053771282687,0.4148015873015873,0.3414750136909356,9310.0,4.0,0.1828125,0.08385690646007889,0.46138392857142857,0.05046222887831398,919.0,21.0,0.0948893698893699,0.2378656238283433,0.2648869648869649,0.243670754637976,7781.0,9.0,0.061049382716049365,0.16112079579235788,0.2750617283950617,0.28285095708373065,3079.0,2.0,0.031060606060606056,0.04392633034643704,0.2924242424242424,0.41355032960304144,260.0,3.0,0.3444444444444445,0.3946106848434196,0.5916666666666667,0.1421560175769332,1322.0,4.0,0.07708333333333334,0.09655525188547057,0.69375,0.3607717422415453,2011.0,2.0,-0.08333333333333333,0.11785113019775792,0.08333333333333333,0.11785113019775792,415.0
2018-08-16,36.0,0.04098192573887019,0.20833125832535482,0.23747802095024317,0.30650561342123334,1376.0,13.0,0.04088134088134088,0.1243581147454236,0.19370906870906873,0.22253985939160792,3161.0,9.0,0.014814814814814812,0.18208751796191538,0.2888888888888889,0.22063670491456208,5591.0,7.0,-0.13223733938019652,0.42567708913561175,0.5147770219198791,0.24562265341022751,9310.0,7.0,0.16428571428571428,0.23578642474756284,0.18571428571428572,0.24102953780654787,919.0,8.0,0.005952380952380952,0.16235930591649828,0.17857142857142855,0.26298478612350623,7781.0,13.0,0.05782478632478632,0.17910090071496126,0.18961111111111112,0.25109235836238336,3079.0,3.0,0.016666666666666666,0.02886751345948129,0.2833333333333334,0.24664414311581237,260.0,3.0,0.19999999999999998,0.34641016151377546,0.39999999999999997,0.458257569495584,1322.0,2.0,0.125,0.1767766952966369,0.25,0.3535533905932738,2011.0,9.0,0.057112794612794615,0.2146412283972129,0.24515993265993266,0.3053773793889538,415.0
2018-08-21,151.0,0.033567924594414655,0.2273366657375588,0.2819565650194788,0.31356575158977795,1376.0,13.0,0.14753579753579754,0.24219259989308042,0.275974025974026,0.2815198368483699,3161.0,16.0,0.057430555555555554,0.1726108965417255,0.2879861111111111,0.2810794064246781,5591.0,5.0,0.46952380952380957,0.3132667464346778,0.5123809523809524,0.18401542871328794,9310.0,6.0,0.15378787878787878,0.15348342755631716,0.38484848484848483,0.3031742082548649,919.0,14.0,0.0873015873015873,0.25493634171273355,0.40555555555555556,0.28088011183950096,7781.0,3.0,0.02666666666666667,0.046188021535170064,0.5733333333333334,0.3743438704364389,3079.0,2.0,0.085,0.1202081528017131,0.23,0.3252691193458119,260.0,1.0,0.03333333333333333,,0.2333333333333333,,1322.0,4.0,0.09041666666666667,0.2790804178541189,0.37833333333333335,0.23465498708308535,2011.0,3.0,0.1593939393939394,0.15909177488941897,0.33909090909090905,0.29533144288582747,415.0
2018-08-22,29.0,0.06257111343318239,0.17966978873120604,0.20147016138395446,0.25604388185621996,1376.0,15.0,0.01072150072150072,0.06147539265918133,0.2723520923520924,0.3184211535198535,3161.0,19.0,0.048684210526315795,0.2014274514400463,0.28969298245614034,0.3521932176243756,5591.0,5.0,0.18291666666666664,0.21225680528286692,0.3573611111111111,0.22140670672757545,9310.0,3.0,0.059343434343434344,0.11002424114450664,0.3765151515151515,0.15320834227694877,919.0,13.0,0.1166971916971917,0.2762318310021247,0.3577533577533577,0.2942290448892582,7781.0,10.0,0.01390909090909091,0.02973420670992423,0.0835151515151515,0.17606910739397866,3079.0,1.0,0.35125,,0.8800000000000001,,260.0,2.0,0.05416666666666667,0.07660323462854265,0.23750000000000002,0.3358757210636101,1322.0,3.0,0.11111111111111112,0.3469443332443555,0.2222222222222222,0.2545875386086578,2011.0,2.0,-0.03333333333333333,0.04714045207910317,0.10000000000000002,0.14142135623730953,415.0
2018-08-24,7.0,0.16530612244897958,0.352353755768531,0.33639455782312927,0.39390124429891193,1376.0,10.0,-0.0044444444444444505,0.09773848817804884,0.18611111111111112,0.20659978341601568,3161.0,6.0,0.10694444444444445,0.38960152958099625,0.42777777777777776,0.3889682458714288,5591.0,7.0,0.19090909090909092,0.28967541443834605,0.29350649350649355,0.2779655668527407,9310.0,1.0,0.14166666666666666,,0.45,,919.0,12.0,0.13121693121693123,0.33075851096501774,0.371957671957672,0.31854402570377327,7781.0,10.0,0.12583333333333332,0.27166751874440337,0.4772222222222222,0.41336096084489793,3079.0,5.0,-0.01704545454545455,0.2765475800826808,0.45636363636363636,0.19299723802245855,260.0,1.0,0.4,,0.9,,1322.0,5.0,0.18222222222222223,0.37725453960730676,0.41611111111111115,0.36467472399521694,2011.0,1.0,0.16666666666666666,,0.3333333333333333,,415.0
2018-09-05,3.0,0.33809523809523806,0.41412147811898836,0.40952380952380957,0.3004531724637592,1376.0,11.0,0.057575757575757586,0.15480518875233631,0.20454545454545456,0.2392222245680211,3161.0,14.0,-0.04246753246753245,0.2748572688769078,0.3949296536796537,0.26307009970970685,5591.0,10.0,0.020833333333333332,0.21535392918359955,0.22416666666666668,0.2767327564971637,9310.0,3.0,0.007575757575757569,0.22306714945962813,0.3863636363636364,0.11809437324333254,919.0,56.0,0.03775241788634647,0.2412678149427701,0.2903381175702604,0.28018862460375726,7781.0,25.0,0.03991791726791727,0.1307240621268971,0.15972674362674363,0.22334813641779133,3079.0,2.0,0.25,0.3535533905932738,0.5,0.0,260.0,11.0,0.048295454545454544,0.08750405834744311,0.1755681818181818,0.25727621564451625,1322.0,2.0,0.1523809523809524,0.13805418108880213,0.41309523809523807,0.12290189292051899,2011.0,1.0,0.05476190476190476,,0.3261904761904762,,415.0
2018-09-07,9.0,0.0303030303030303,0.06013071161510433,0.11212121212121212,0.19687643479734285,1376.0,7.0,0.06607142857142857,0.2034486889798483,0.17321428571428574,0.2869041444371937,3161.0,29.0,0.044019505398815745,0.20367631806100683,0.26080895158481365,0.27154124045145495,5591.0,12.0,0.006558641975308636,0.0923206936564061,0.22422839506172842,0.2108232551254529,9310.0,1.0,0.0,,0.0,,919.0,21.0,0.0289021164021164,0.15456131859289188,0.18578042328042327,0.2371480110802493,7781.0,17.0,-0.06326797385620915,0.15168420258220458,0.21522875816993464,0.3263393023103243,3079.0,5.0,0.005714285714285694,0.38287313399440015,0.3638095238095238,0.3649868757929986,260.0,1.0,0.0,,0.0,,1322.0,6.0,0.06194444444444445,0.08178845793785242,0.2769444444444445,0.3762393101717556,2011.0,3.0,0.018518518518518517,0.032075014954979206,0.14444444444444443,0.2501851166488378,415.0
2018-09-12,2.0,0.10714285714285714,0.1515228816828316,0.21428571428571427,0.3030457633656632,1376.0,14.0,0.03236961451247165,0.08794202792929717,0.28140589569160995,0.2930290276339173,3161.0,16.0,0.07354166666666667,0.15405852062699352,0.3375694444444444,0.23270434402562207,5591.0,48.0,0.03525169853294853,0.30468567128372676,0.2317982653920154,0.29524683117559686,9310.0,5.0,0.20285714285714285,0.346469069797768,0.24571428571428572,0.22460850293752624,919.0,33.0,0.07127525252525253,0.16690068009445996,0.26026936026936026,0.27763232723931885,7781.0,44.0,0.20265151515151517,0.3073403094293361,0.2748737373737374,0.31742675594014336,3079.0,1.0,0.5,,0.5,,260.0,1.0,0.2,,1.0,,1322.0,5.0,0.04,0.08944271909999159,0.335,0.43502873468312414,2011.0,4.0,0.16319444444444442,0.24972593001820373,0.3868055555555555,0.2771416326860712,415.0
2018-09-20,6.0,0.05059523809523809,0.2820134824939936,0.29563492063492064,0.24262555095105057,1376.0,10.0,0.12541666666666668,0.20006220097574473,0.40458333333333335,0.36796094171750027,3161.0,5.0,0.08333333333333334,0.11785113019775793,0.3,0.33166247903553997,5591.0,11.0,0.07781385281385282,0.20941574102033364,0.34577922077922074,0.3397208419626649,9309.0,1.0,0.0,,0.0,,919.0,8.0,0.059375,0.16793786053180504,0.24375,0.4515350801116438,7781.0,7.0,0.06607142857142857,0.09429405626877575,0.35714285714285715,0.4755948656056709,3079.0,1.0,0.0,,0.3,,260.0,1.0,-0.3,,0.5666666666666667,,1322.0,2.0,0.0,0.0,0.5,0.7071067811865476,2011.0,2.0,0.225,0.24748737341529164,0.25,0.21213203435596428,415.0
2018-09-25,2.0,0.02500000000000001,0.22391714737574006,0.35833333333333334,0.27105759945484326,1376.0,10.0,0.04958333333333333,0.16485648921724932,0.26416666666666666,0.332871207437262,3161.0,7.0,-0.0001731601731601723,0.05738587965735365,0.1045021645021645,0.17956307108490305,5591.0,8.0,-0.03571428571428571,0.20203050891044214,0.24285714285714285,0.29554515522253144,9309.0,2.0,0.0,0.0,0.0,0.0,919.0,17.0,0.09393939393939393,0.19595894512023543,0.26509209744503864,0.3547005007519437,7781.0,6.0,0.0,0.0,0.125,0.30618621784789724,3079.0,1.0,0.0,,0.0,,260.0,1.0,0.5416666666666667,,0.8333333333333334,,1322.0,5.0,0.04361471861471861,0.15267586481794268,0.40995670995670996,0.3800461475994779,2011.0,4.0,0.2922619047619047,0.2583552766629546,0.4238095238095238,0.35046130920787916,415.0
2018-09-26,1.0,0.2,,0.6,,1376.0,11.0,0.05492424242424243,0.2512464019430683,0.2166666666666667,0.32623932743529266,3161.0,14.0,0.06783137497423211,0.20565706959805438,0.15146361574933004,0.17595297139435634,5591.0,13.0,0.024725274725274724,0.06419407387663693,0.10137362637362637,0.19544960846865223,9309.0,3.0,0.0,0.0,0.3333333333333333,0.5773502691896258,919.0,10.0,0.11142857142857143,0.16725067747440148,0.16285714285714287,0.1939212267310383,7781.0,15.0,0.047189754689754684,0.12406159910671764,0.29416426166426163,0.2711031541504381,3079.0,1.0,0.01563387784090909,,0.36363636363636365,,260.0,2.0,0.18750000000000003,0.30052038200428266,0.425,0.02357022603955158,1322.0,3.0,0.16666666666666666,0.2886751345948129,0.16666666666666666,0.2886751345948129,2011.0,1.0,0.0,,0.0,,415.0
2018-09-27,3.0,0.0,0.0,0.022222222222222223,0.03849001794597505,1376.0,13.0,-0.005504680504680509,0.11937911345418181,0.26078551078551077,0.22236109144212748,3161.0,18.0,-0.005078563411896744,0.23665522678399306,0.27617845117845113,0.32409839455212774,5591.0,4.0,0.023611111111111104,0.16779709233932175,0.27222222222222225,0.20578065752724592,9309.0,2.0,0.10714285714285714,0.1515228816828316,0.36428571428571427,0.09091372900969896,919.0,12.0,0.09351851851851851,0.2526005024279546,0.20605158730158726,0.25156278330873255,7781.0,9.0,0.006172839506172839,0.018518518518518517,0.14876543209876544,0.29793240411396144,3079.0,1.0,0.5,,0.5,,260.0,1.0,0.4333333333333333,,0.7333333333333333,,1322.0,5.0,0.2272727272727273,0.33178704710717566,0.3709090909090909,0.41192954544827587,2011.0,2.0,0.0,0.0,0.15,0.21213203435596426,415.0
